src_ip,dst_ip,src_port,dst_port,protocol,duration_sec,fwd_packets,bwd_packets,total_packets,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,flow_bytes_per_sec,flow_packets_per_sec,syn_flag,ack_flag,rst_flag,fin_flag,psh_flag,label,is_attack
192.168.1.162,10.0.0.26,6159,21,TCP,0.9599,21,54,75,422.35,60.0,600.0,27.51,32997.96,78.13,1,1,0,1,1,Brute Force,1
192.168.1.74,10.0.0.43,1201,443,UDP,0.2236,4995,7,5002,76.72,40.0,128.0,9.79,1716483.83,22373.59,1,0,0,0,0,DDoS,1
192.168.1.131,10.0.0.11,12377,80,TCP,1.3164,5,91,96,528.85,387.34,670.36,70.75,38567.45,72.93,0,1,0,1,0,Normal,0
192.168.1.38,10.0.0.14,32194,80,TCP,0.4638,4017,2,4019,66.43,40.0,128.0,5.7,575608.77,8665.15,1,0,0,0,0,DDoS,1
192.168.1.247,10.0.0.42,61107,972,TCP,0.032,2,0,2,44.69,40.0,60.0,2.62,2788.86,62.41,1,0,1,0,0,PortScan,1
192.168.1.75,10.0.0.25,27173,80,UDP,0.0323,1185,0,1185,65.54,40.0,128.0,1.6,2406317.13,36716.57,1,0,0,0,0,DDoS,1
192.168.1.36,10.0.0.37,22669,21,TCP,2.1731,34,63,97,274.07,60.0,600.0,39.52,12233.5,44.64,1,1,1,0,1,Brute Force,1
192.168.1.37,10.0.0.38,48394,443,TCP,19.0619,6,24,30,199.53,50.0,400.0,14.7,314.03,1.57,1,1,0,0,0,Botnet,1
192.168.1.15,10.0.0.8,19343,443,TCP,1.0638,32,5,37,424.23,240.79,607.67,91.72,14755.0,34.78,0,1,0,1,1,Normal,0
192.168.1.223,10.0.0.31,52432,53,UDP,3.1763,48,16,64,667.6,442.48,892.71,112.56,13451.59,20.15,1,1,0,0,0,Normal,0
192.168.1.63,10.0.0.5,59660,443,TCP,0.0754,4820,8,4828,51.22,40.0,128.0,6.76,3280955.02,64059.16,1,0,0,0,0,DDoS,1
192.168.1.62,10.0.0.42,24488,22,TCP,0.9373,22,16,38,516.79,409.4,624.18,53.69,20951.31,40.54,0,1,0,1,0,Normal,0
192.168.1.55,10.0.0.19,63783,3389,TCP,0.7723,61,43,104,312.53,60.0,600.0,24.51,42087.89,134.67,1,1,0,1,1,Brute Force,1
192.168.1.147,10.0.0.48,30360,8080,TCP,40.1109,19,12,31,220.7,50.0,400.0,9.29,170.57,0.77,1,1,0,0,0,Botnet,1
192.168.1.224,10.0.0.30,28098,8080,TCP,0.5816,6,26,32,529.74,322.12,737.36,103.81,29145.59,55.02,1,1,0,0,1,Normal,0
192.168.1.206,10.0.0.36,5781,80,TCP,2.0815,69,94,163,208.23,40.0,396.45,94.11,16306.35,78.31,0,1,0,0,0,Normal,0
192.168.1.246,10.0.0.23,59876,3389,TCP,1.2319,39,55,94,325.05,60.0,600.0,13.1,24803.39,76.31,1,1,0,0,1,Brute Force,1
192.168.1.55,10.0.0.42,3544,443,UDP,0.5962,26,82,108,300.72,40.0,581.2,140.24,54475.69,181.15,0,1,0,0,1,Normal,0
192.168.1.210,10.0.0.2,13860,3389,TCP,1.7602,69,15,84,325.79,60.0,600.0,24.83,15547.8,47.72,1,1,0,1,1,Brute Force,1
192.168.1.132,10.0.0.13,16652,8080,TCP,1.1433,83,34,117,678.8,633.05,724.54,22.87,69466.9,102.34,0,1,0,1,1,Normal,0
192.168.1.204,10.0.0.37,14592,443,TCP,0.1649,4310,9,4319,81.85,40.0,128.0,2.09,2144290.22,26196.72,1,0,0,0,0,DDoS,1
192.168.1.130,10.0.0.49,30131,8080,UDP,0.1804,67,7,74,409.28,186.74,631.82,111.27,167917.06,410.27,0,1,0,0,0,Normal,0
192.168.1.163,10.0.0.2,4990,80,TCP,0.0105,1750,6,1756,58.8,40.0,128.0,7.47,9790298.77,166500.82,1,0,0,0,0,DDoS,1
192.168.1.235,10.0.0.38,59978,22,TCP,0.3552,25,81,106,642.73,343.08,942.38,149.83,191817.4,298.44,1,0,0,1,0,Normal,0
192.168.1.203,10.0.0.46,22302,80,TCP,0.1582,2836,0,2836,81.4,40.0,128.0,8.88,1459669.34,17932.32,1,0,0,0,0,DDoS,1
192.168.1.19,10.0.0.24,51206,53,TCP,0.2815,85,85,170,415.48,160.29,670.66,127.59,250908.43,603.91,0,1,0,1,1,Normal,0
192.168.1.252,10.0.0.25,55780,80,TCP,10.6352,976,3,979,106.54,54.0,200.0,15.59,9807.79,92.05,1,0,0,0,0,DoS,1
192.168.1.95,10.0.0.6,4367,443,TCP,77.4217,20,12,32,205.12,50.0,400.0,16.14,84.78,0.41,1,1,0,0,1,Botnet,1
192.168.1.196,10.0.0.28,39201,8080,TCP,0.1554,25,45,70,610.7,536.01,685.39,37.34,275158.34,450.56,1,1,0,0,0,Normal,0
192.168.1.2,10.0.0.13,50583,8080,TCP,3.6489,77,86,163,537.49,408.75,666.22,64.37,24009.79,44.67,0,1,0,1,0,Normal,0
192.168.1.168,10.0.0.5,10122,22,TCP,0.1651,28,45,73,443.08,321.92,564.23,60.58,195905.81,442.15,1,1,0,0,1,Normal,0
192.168.1.118,10.0.0.49,64422,80,TCP,0.0985,4994,4,4998,64.35,40.0,128.0,2.22,3264142.1,50721.44,1,0,0,0,0,DDoS,1
192.168.1.189,10.0.0.24,40796,80,TCP,0.1511,4058,9,4067,60.87,40.0,128.0,9.55,1638408.58,26918.35,1,0,0,0,0,DDoS,1
192.168.1.141,10.0.0.17,53648,80,TCP,2.3064,32,110,142,325.42,170.9,479.94,77.26,20035.33,61.57,0,0,0,0,0,Normal,0
192.168.1.42,10.0.0.21,9597,8080,TCP,7.27,48,24,72,492.21,405.54,578.88,43.34,4874.68,9.9,1,1,0,0,0,Normal,0
192.168.1.62,10.0.0.44,25573,8080,TCP,1.7815,84,89,173,525.41,291.25,759.56,117.08,51021.31,97.11,1,1,0,1,1,Normal,0
192.168.1.176,10.0.0.47,11107,80,TCP,0.5471,3173,5,3178,79.29,40.0,128.0,6.05,460624.08,5809.29,1,0,0,0,0,DDoS,1
192.168.1.71,10.0.0.41,42383,80,TCP,3.0126,87,91,178,646.1,561.34,730.87,42.38,38175.17,59.09,0,1,0,0,1,Normal,0
192.168.1.67,10.0.0.40,4806,80,TCP,11.4086,263,67,330,907.99,64.0,1460.0,71.37,26264.02,28.93,1,1,0,1,1,Infiltration,1
192.168.1.217,10.0.0.34,28012,443,TCP,0.4395,14,75,89,683.65,413.03,954.27,135.31,138452.49,202.52,0,1,0,1,0,Normal,0
192.168.1.232,10.0.0.47,5798,80,TCP,4.342,113,3,116,122.85,54.0,200.0,19.96,3281.98,26.72,1,0,0,0,0,DoS,1
192.168.1.56,10.0.0.46,14326,80,TCP,7.4275,33,20,53,308.56,160.86,456.26,73.85,2201.77,7.14,0,1,0,0,1,Normal,0
192.168.1.171,10.0.0.45,63698,8080,TCP,0.3278,58,21,79,512.51,222.57,802.44,144.97,123511.93,241.0,0,1,0,0,0,Normal,0
192.168.1.213,10.0.0.33,5230,80,TCP,3.3458,861,1,862,40.0,54.0,200.0,20.94,7189.2,257.63,1,0,0,0,0,DoS,1
192.168.1.171,10.0.0.2,25878,80,TCP,4.6776,1298,0,1298,106.25,54.0,200.0,21.05,29484.0,277.49,1,0,0,0,0,DoS,1
192.168.1.104,10.0.0.36,45261,5555,TCP,33.6141,151,187,338,302.76,64.0,1460.0,169.58,3044.39,10.06,1,1,0,1,1,Infiltration,1
192.168.1.106,10.0.0.45,64025,8080,TCP,1.7063,50,31,81,589.0,447.5,730.51,70.75,27960.87,47.47,0,1,0,1,1,Normal,0
192.168.1.246,10.0.0.45,17831,22,TCP,0.5443,67,2,69,464.31,404.54,524.08,29.88,58857.14,126.76,1,1,0,0,1,Normal,0
192.168.1.125,10.0.0.23,18905,80,TCP,4.0691,301,3,304,86.88,54.0,200.0,22.96,6490.39,74.71,1,0,0,0,0,DoS,1
192.168.1.125,10.0.0.18,53159,443,TCP,0.0468,3450,3,3453,67.37,40.0,128.0,9.29,4973398.47,73823.76,1,0,0,0,0,DDoS,1
192.168.1.74,10.0.0.13,35782,443,UDP,0.1087,77,4,81,567.34,522.21,612.48,22.57,422820.05,745.26,0,1,0,0,0,Normal,0
192.168.1.226,10.0.0.12,39774,80,UDP,1.7045,81,104,185,526.75,227.07,826.44,149.84,57170.38,108.53,0,1,0,0,0,Normal,0
192.168.1.11,10.0.0.17,58812,443,TCP,1.0388,85,87,172,478.73,251.05,706.4,113.84,79265.38,165.58,0,1,0,0,1,Normal,0
192.168.1.242,10.0.0.38,3788,8080,TCP,50.879,16,12,28,206.96,50.0,400.0,11.64,113.9,0.55,1,1,0,0,1,Botnet,1
192.168.1.163,10.0.0.36,29328,443,ICMP,1.0546,45,82,127,563.07,519.12,607.01,21.97,67805.09,120.42,1,1,0,1,0,Normal,0
192.168.1.165,10.0.0.30,25443,53,ICMP,1.3682,24,119,143,559.31,273.63,845.0,142.84,58459.76,104.52,0,1,0,0,1,Normal,0
192.168.1.67,10.0.0.28,31199,53,TCP,3.2338,19,28,47,353.59,157.2,549.98,98.19,5139.13,14.53,0,1,0,0,1,Normal,0
192.168.1.86,10.0.0.34,49943,53,TCP,0.9441,54,52,106,397.7,283.32,512.08,57.19,44650.5,112.27,0,1,0,0,0,Normal,0
192.168.1.118,10.0.0.13,64905,53,TCP,0.9187,43,38,81,528.47,352.95,703.99,87.76,46595.49,88.17,1,0,0,0,0,Normal,0
192.168.1.107,10.0.0.13,20095,8080,TCP,6.7475,98,53,151,611.93,329.93,893.92,141.0,13694.01,22.38,0,1,0,1,1,Normal,0
192.168.1.153,10.0.0.40,30991,8080,TCP,6.488,51,42,93,425.32,325.43,525.22,49.95,6096.67,14.33,0,1,0,0,0,Normal,0
192.168.1.17,10.0.0.45,34512,22,TCP,1.2271,76,49,125,321.07,60.0,600.0,12.45,32704.59,101.86,1,1,0,1,1,Brute Force,1
192.168.1.59,10.0.0.10,6930,22,TCP,0.9164,87,95,182,412.11,169.49,654.73,121.31,81850.82,198.61,0,1,0,0,1,Normal,0
192.168.1.170,10.0.0.17,37482,443,TCP,2.2544,18,97,115,638.65,584.45,692.85,27.1,32578.73,51.01,0,1,0,1,1,Normal,0
192.168.1.103,10.0.0.21,54124,8080,TCP,22.9144,19,12,31,166.68,50.0,400.0,18.42,225.5,1.35,1,1,0,0,0,Botnet,1
192.168.1.144,10.0.0.37,57336,443,TCP,0.0735,4421,9,4430,59.12,40.0,128.0,3.49,3563763.98,60278.93,1,0,1,0,0,DDoS,1
192.168.1.127,10.0.0.10,46045,8080,UDP,2.2853,96,47,143,696.66,628.75,764.57,33.95,43593.47,62.57,0,1,0,0,0,Normal,0
192.168.1.191,10.0.0.6,62702,22,UDP,0.5396,44,31,75,621.35,399.14,843.56,111.1,86368.04,139.0,0,1,0,1,0,Normal,0
192.168.1.249,10.0.0.19,20586,8080,UDP,2.4882,46,109,155,526.44,409.06,643.82,58.69,32794.32,62.29,1,1,0,0,1,Normal,0
192.168.1.164,10.0.0.39,6201,443,UDP,0.3569,3350,3,3353,71.2,40.0,128.0,7.5,668916.18,9394.29,1,0,0,0,0,DDoS,1
192.168.1.78,10.0.0.31,38259,80,TCP,32.3993,106,50,156,825.4,64.0,1460.0,80.57,3974.22,4.81,1,1,0,1,1,Infiltration,1
192.168.1.6,10.0.0.49,7794,443,TCP,0.1442,2105,3,2108,73.95,40.0,128.0,6.62,1081038.06,14618.47,1,0,0,0,0,DDoS,1
192.168.1.188,10.0.0.27,6831,80,TCP,0.2179,4216,3,4219,64.39,40.0,128.0,9.87,1246641.49,19359.4,1,0,0,0,0,DDoS,1
192.168.1.187,10.0.0.46,29589,80,TCP,6.2844,1454,1,1455,88.22,54.0,200.0,14.41,20424.74,231.53,1,0,0,0,0,DoS,1
192.168.1.64,10.0.0.34,5049,22,TCP,2.2427,7,38,45,517.65,473.25,562.05,22.2,10386.82,20.07,1,1,0,0,0,Normal,0
192.168.1.162,10.0.0.14,48057,22,ICMP,1.5337,25,27,52,802.77,661.52,944.03,70.63,27218.33,33.91,0,1,0,0,0,Normal,0
192.168.1.215,10.0.0.44,22037,443,TCP,0.2992,3139,8,3147,66.35,40.0,128.0,1.96,697777.44,10517.24,1,0,0,0,0,DDoS,1
192.168.1.83,10.0.0.22,57010,1010,TCP,0.0173,1,0,1,45.6,40.0,60.0,3.9,2633.01,57.74,1,0,1,0,0,PortScan,1
192.168.1.127,10.0.0.24,39183,53,TCP,0.3472,87,34,121,644.38,381.59,907.17,131.4,224541.07,348.46,1,0,0,0,1,Normal,0
192.168.1.54,10.0.0.20,1070,80,TCP,19.382,1074,0,1074,119.04,54.0,200.0,24.21,6596.26,55.41,1,0,0,0,0,DoS,1
192.168.1.152,10.0.0.6,36009,443,TCP,0.7955,4,29,33,87.08,40.0,169.56,41.24,3612.72,41.49,0,1,0,1,0,Normal,0
192.168.1.100,10.0.0.14,14917,53,TCP,0.2197,73,60,133,685.59,584.52,786.66,50.54,414995.24,605.31,0,1,0,0,1,Normal,0
192.168.1.181,10.0.0.3,28038,80,TCP,0.3117,7,8,15,333.46,120.34,546.58,106.56,16046.95,48.12,1,1,0,0,0,Normal,0
192.168.1.52,10.0.0.35,22855,8080,TCP,2.234,94,10,104,766.99,550.72,983.25,108.13,35705.57,46.55,1,1,0,0,0,Normal,0
192.168.1.107,10.0.0.11,28424,80,TCP,3.0359,1039,0,1039,171.7,54.0,200.0,19.05,58760.57,342.23,1,0,0,0,0,DoS,1
192.168.1.246,10.0.0.2,2914,80,UDP,3.0786,81,35,116,285.85,50.86,520.84,117.49,10770.45,37.68,0,1,0,0,1,Normal,0
192.168.1.47,10.0.0.24,48234,80,TCP,0.5661,3242,6,3248,64.72,40.0,128.0,8.39,371365.55,5737.63,1,0,0,0,0,DDoS,1
192.168.1.221,10.0.0.39,63655,21,TCP,2.4218,34,17,51,371.27,60.0,600.0,20.17,7818.62,21.06,1,1,1,1,1,Brute Force,1
192.168.1.149,10.0.0.22,45145,233,TCP,0.0487,1,0,1,52.26,40.0,60.0,4.06,1072.37,20.52,1,0,1,0,0,PortScan,1
192.168.1.30,10.0.0.38,17652,443,TCP,12.472,91,61,152,487.2,239.16,735.24,124.02,5937.64,12.19,0,1,0,1,1,Normal,0
192.168.1.118,10.0.0.47,1227,8080,TCP,5.1565,30,108,138,496.86,347.22,646.5,74.82,13297.22,26.76,0,1,0,1,0,Normal,0
192.168.1.244,10.0.0.26,64155,80,TCP,0.6047,92,91,183,551.2,394.63,707.77,78.28,166815.38,302.64,0,1,0,1,0,Normal,0
192.168.1.177,10.0.0.9,52381,5555,TCP,48.2206,256,242,498,793.26,64.0,1460.0,143.77,8192.47,10.33,1,1,0,1,1,Infiltration,1
192.168.1.88,10.0.0.34,44306,141,TCP,0.0046,1,1,2,40.46,40.0,60.0,3.58,17684.68,437.05,1,0,1,0,0,PortScan,1
192.168.1.213,10.0.0.15,59295,53,UDP,2.4591,88,109,197,511.58,306.5,716.67,102.54,40984.14,80.11,0,1,0,1,0,Normal,0
192.168.1.142,10.0.0.42,12796,22,TCP,1.2005,47,58,105,351.13,60.0,600.0,21.71,30711.62,87.47,1,1,0,0,1,Brute Force,1
192.168.1.201,10.0.0.26,15077,53,TCP,3.5184,3,6,9,395.04,236.31,553.76,79.36,1010.51,2.56,1,1,0,1,1,Normal,0
192.168.1.38,10.0.0.22,19013,443,UDP,0.2019,2542,7,2549,84.01,40.0,128.0,6.43,1060499.75,12623.02,1,0,0,0,0,DDoS,1
192.168.1.88,10.0.0.32,43835,8080,TCP,7.4938,30,68,98,372.42,134.76,610.07,118.83,4870.28,13.08,0,1,0,0,0,Normal,0
192.168.1.36,10.0.0.12,45813,80,TCP,1.5558,1432,1,1433,141.74,54.0,200.0,20.59,130553.11,921.06,1,0,0,0,0,DoS,1
192.168.1.167,10.0.0.14,27246,80,TCP,5.9786,92,19,111,599.11,408.35,789.87,95.38,11123.14,18.57,1,1,0,1,1,Normal,0
192.168.1.165,10.0.0.14,60624,22,TCP,2.9963,21,38,59,424.63,60.0,600.0,16.14,8361.34,19.69,1,1,0,1,1,Brute Force,1
192.168.1.107,10.0.0.31,28708,3389,TCP,1.7626,22,63,85,289.31,60.0,600.0,20.7,13952.21,48.23,1,1,1,0,1,Brute Force,1
192.168.1.209,10.0.0.33,43997,80,TCP,1.291,555,4,559,145.91,54.0,200.0,8.67,63175.52,432.98,1,0,0,0,0,DoS,1
192.168.1.205,10.0.0.26,31447,53,TCP,0.5877,41,66,107,685.02,629.1,740.95,27.96,124716.85,182.06,1,1,0,0,1,Normal,0
192.168.1.189,10.0.0.4,41164,8080,TCP,0.1675,52,48,100,511.25,466.05,556.45,22.6,305259.05,597.08,1,1,0,0,0,Normal,0
192.168.1.63,10.0.0.2,28890,22,TCP,3.3952,65,52,117,433.03,362.76,503.29,35.13,14922.38,34.46,0,1,0,0,1,Normal,0
192.168.1.227,10.0.0.22,43935,443,UDP,0.5097,68,54,122,389.9,259.73,520.07,65.08,93316.95,239.33,1,1,0,0,1,Normal,0
192.168.1.167,10.0.0.41,12267,8080,TCP,0.9189,92,50,142,562.85,482.46,643.23,40.19,86974.84,154.53,1,1,0,0,1,Normal,0
192.168.1.25,10.0.0.41,50538,1021,TCP,0.0088,1,1,2,45.26,40.0,60.0,3.81,10247.84,226.41,1,0,1,0,0,PortScan,1
192.168.1.168,10.0.0.11,62735,80,UDP,0.4616,2893,8,2901,60.63,40.0,128.0,7.06,381027.54,6284.81,1,0,0,0,0,DDoS,1
192.168.1.159,10.0.0.41,60975,443,TCP,1.2414,61,69,130,392.16,287.55,496.77,52.31,41065.74,104.72,0,1,0,1,1,Normal,0
192.168.1.168,10.0.0.16,57033,22,TCP,0.7064,18,101,119,431.21,238.11,624.31,96.55,72643.73,168.46,0,1,0,0,1,Normal,0
192.168.1.23,10.0.0.24,56444,443,TCP,2.1228,46,11,57,634.97,335.63,934.31,149.67,17049.91,26.85,1,1,0,0,0,Normal,0
192.168.1.167,10.0.0.38,53528,80,TCP,0.0687,4873,2,4875,86.29,40.0,128.0,5.16,6123629.77,70965.15,1,0,1,0,0,DDoS,1
192.168.1.202,10.0.0.33,46026,22,TCP,4.8802,57,10,67,526.26,240.36,812.17,142.95,7225.1,13.73,0,0,0,0,1,Normal,0
192.168.1.86,10.0.0.29,53171,728,TCP,0.0206,1,0,1,47.84,40.0,60.0,4.51,2320.1,48.5,1,0,1,0,0,PortScan,1
192.168.1.229,10.0.0.11,41714,80,UDP,1.0957,11,5,16,466.46,357.59,575.32,54.43,6811.22,14.6,0,1,0,0,1,Normal,0
192.168.1.17,10.0.0.39,60080,4444,TCP,55.9657,132,217,349,610.22,64.0,1460.0,98.72,3805.3,6.24,1,1,0,1,1,Infiltration,1
192.168.1.72,10.0.0.9,11906,6667,TCP,78.2883,15,24,39,247.61,50.0,400.0,17.07,123.35,0.5,1,1,0,0,0,Botnet,1
192.168.1.174,10.0.0.10,25148,80,UDP,1.8489,62,68,130,629.48,472.74,786.23,78.37,44260.6,70.31,0,0,0,0,0,Normal,0
192.168.1.166,10.0.0.41,58580,925,TCP,0.008,1,0,1,41.43,40.0,60.0,4.53,5158.88,124.53,1,0,0,0,0,PortScan,1
192.168.1.134,10.0.0.26,42480,80,TCP,0.3611,56,119,175,420.6,215.77,625.42,102.41,203813.02,484.58,0,1,0,0,1,Normal,0
192.168.1.192,10.0.0.42,35508,21,TCP,0.9058,28,65,93,352.7,60.0,600.0,24.78,36212.61,102.67,1,1,0,0,1,Brute Force,1
192.168.1.116,10.0.0.16,3495,443,TCP,1.4333,21,99,120,449.67,200.0,699.33,124.83,37647.68,83.72,0,1,0,0,1,Normal,0
192.168.1.24,10.0.0.24,64906,443,TCP,38.904,25,15,40,168.05,50.0,400.0,9.73,172.78,1.03,1,1,0,0,0,Botnet,1
192.168.1.124,10.0.0.37,33371,443,TCP,79.7451,18,26,44,223.6,50.0,400.0,17.7,123.37,0.55,1,1,0,0,0,Botnet,1
192.168.1.237,10.0.0.45,65530,21,TCP,2.1286,42,23,65,442.36,60.0,600.0,30.86,13508.35,30.54,1,1,1,1,1,Brute Force,1
192.168.1.90,10.0.0.19,8673,21,TCP,1.787,38,27,65,314.19,60.0,600.0,31.8,11428.09,36.37,1,1,1,1,1,Brute Force,1
192.168.1.163,10.0.0.14,37830,8080,TCP,3.6706,57,60,117,534.96,317.13,752.8,108.92,17051.82,31.87,0,0,0,0,0,Normal,0
192.168.1.104,10.0.0.34,43366,22,TCP,3.7083,71,53,124,310.9,82.37,539.44,114.27,10396.09,33.44,1,1,0,0,1,Normal,0
192.168.1.127,10.0.0.7,31123,8080,TCP,7.0429,39,69,108,798.5,570.37,1026.63,114.07,12244.67,15.33,1,1,0,0,0,Normal,0
192.168.1.160,10.0.0.48,62286,8080,TCP,1.814,27,62,89,764.11,706.84,821.38,28.64,37490.05,49.06,1,1,0,0,1,Normal,0
192.168.1.48,10.0.0.3,41183,80,TCP,2.4297,379,3,382,119.0,54.0,200.0,10.45,18708.79,157.22,1,0,0,0,0,DoS,1
192.168.1.217,10.0.0.25,50159,22,TCP,1.3661,35,42,77,576.82,456.55,697.1,60.14,32513.16,56.37,0,1,0,1,0,Normal,0
192.168.1.10,10.0.0.2,20166,80,TCP,18.6901,228,164,392,636.64,64.0,1460.0,87.47,13352.66,20.97,1,1,0,1,1,Infiltration,1
192.168.1.140,10.0.0.26,46801,80,TCP,0.1882,1808,7,1815,52.15,40.0,128.0,4.64,502983.51,9644.64,1,0,0,0,0,DDoS,1
192.168.1.77,10.0.0.7,42214,3389,TCP,2.8146,72,74,146,373.69,60.0,600.0,21.95,19383.87,51.87,1,1,1,0,1,Brute Force,1
192.168.1.201,10.0.0.24,64036,8080,TCP,0.359,80,100,180,433.81,378.59,489.04,27.61,217484.98,501.33,0,1,0,0,1,Normal,0
192.168.1.6,10.0.0.49,50377,6667,TCP,33.6186,26,25,51,223.4,50.0,400.0,16.46,338.9,1.52,1,1,0,0,0,Botnet,1
192.168.1.49,10.0.0.48,65201,118,TCP,0.0148,2,0,2,42.24,40.0,60.0,1.48,5714.26,135.29,1,0,1,0,0,PortScan,1
192.168.1.131,10.0.0.30,28940,80,UDP,1.9699,10,117,127,542.68,297.08,788.29,122.8,34987.83,64.47,0,1,0,1,0,Normal,0
192.168.1.145,10.0.0.44,19469,80,TCP,0.0367,3992,3,3995,77.45,40.0,128.0,7.42,8425641.29,108788.7,1,0,0,0,0,DDoS,1
192.168.1.234,10.0.0.38,34051,80,TCP,5.2468,198,0,198,101.6,54.0,200.0,6.5,3834.09,37.74,1,0,0,0,0,DoS,1
192.168.1.94,10.0.0.25,63142,8080,TCP,5.6201,86,64,150,619.27,548.0,690.54,35.63,16528.32,26.69,0,1,0,0,1,Normal,0
192.168.1.251,10.0.0.2,48349,443,UDP,0.6149,91,41,132,335.38,259.96,410.79,37.71,71996.18,214.67,0,1,0,1,1,Normal,0
192.168.1.81,10.0.0.29,60066,53,TCP,1.3896,11,46,57,427.14,158.1,696.17,134.52,17520.33,41.02,0,1,0,0,0,Normal,0
192.168.1.202,10.0.0.28,37493,80,TCP,1.859,39,45,84,520.96,478.61,563.31,21.17,23540.47,45.19,0,1,0,0,0,Normal,0
192.168.1.132,10.0.0.42,64129,443,TCP,6.5109,13,41,54,583.37,531.24,635.49,26.06,4838.32,8.29,0,1,0,0,0,Normal,0
192.168.1.153,10.0.0.19,29117,443,TCP,0.5621,92,50,142,656.32,420.83,891.81,117.75,165810.2,252.64,0,1,0,0,1,Normal,0
192.168.1.222,10.0.0.14,49547,80,TCP,0.4261,30,71,101,765.39,540.62,990.16,112.39,181407.63,237.01,0,1,0,0,0,Normal,0
192.168.1.122,10.0.0.35,46511,53,TCP,0.3406,53,56,109,574.73,466.1,683.36,54.31,183942.52,320.05,0,0,0,0,1,Normal,0
192.168.1.205,10.0.0.20,28897,80,TCP,19.1553,77,76,153,827.07,64.0,1460.0,89.1,6606.07,7.99,1,1,0,1,1,Infiltration,1
192.168.1.107,10.0.0.24,29779,22,TCP,5.1768,14,78,92,485.31,387.65,582.97,48.83,8624.83,17.77,0,1,0,0,1,Normal,0
192.168.1.54,10.0.0.23,42229,4444,TCP,28.5925,177,81,258,703.73,64.0,1460.0,122.13,6350.0,9.02,1,1,0,1,1,Infiltration,1
192.168.1.134,10.0.0.43,40371,22,UDP,0.2813,3,110,113,654.41,524.83,783.99,64.79,262925.66,401.77,0,1,0,1,1,Normal,0
192.168.1.106,10.0.0.16,35143,53,TCP,0.7108,70,64,134,646.87,527.76,765.97,59.55,121943.02,188.51,0,1,0,0,0,Normal,0
192.168.1.140,10.0.0.7,50938,80,ICMP,2.8477,68,44,112,373.04,214.1,531.98,79.47,14671.8,39.33,0,1,0,0,0,Normal,0
192.168.1.98,10.0.0.11,51352,443,TCP,2.4605,3,84,87,467.5,184.52,750.49,141.49,16530.34,35.36,0,1,0,1,0,Normal,0
192.168.1.203,10.0.0.47,52785,53,TCP,0.8454,41,49,90,779.38,656.43,902.33,61.47,82975.92,106.46,0,1,0,0,0,Normal,0
192.168.1.229,10.0.0.18,11394,80,TCP,0.0936,613,3,616,57.11,40.0,128.0,9.42,375745.47,6579.9,1,0,0,0,0,DDoS,1
192.168.1.208,10.0.0.27,32859,80,TCP,2.3221,19,39,58,428.24,258.62,597.87,84.81,10696.29,24.98,0,1,0,0,0,Normal,0
192.168.1.100,10.0.0.20,12391,443,TCP,0.2268,4492,0,4492,69.21,40.0,128.0,6.95,1370999.6,19809.91,1,0,1,0,0,DDoS,1
192.168.1.15,10.0.0.4,4377,80,TCP,0.0879,3948,6,3954,64.04,40.0,128.0,6.45,2880831.38,44981.79,1,0,0,0,0,DDoS,1
192.168.1.203,10.0.0.6,13117,8080,TCP,0.4649,35,15,50,378.9,215.83,541.97,81.53,40750.66,107.55,0,1,0,0,1,Normal,0
192.168.1.205,10.0.0.48,53939,8080,UDP,0.25,81,103,184,506.35,259.0,753.71,123.68,372643.95,735.94,0,0,0,0,1,Normal,0
192.168.1.58,10.0.0.11,27974,22,TCP,1.1237,36,61,97,358.78,60.0,600.0,13.7,30970.36,86.32,1,1,0,1,1,Brute Force,1
192.168.1.100,10.0.0.27,21406,22,UDP,2.2153,73,20,93,617.06,337.68,896.44,139.69,25904.77,41.98,0,1,0,0,0,Normal,0
192.168.1.43,10.0.0.25,7082,443,TCP,1.0683,4,69,73,415.6,118.7,712.49,148.45,28399.47,68.33,0,1,0,0,0,Normal,0
192.168.1.165,10.0.0.39,60454,80,TCP,12.7155,153,52,205,974.57,64.0,1460.0,189.33,15712.04,16.12,1,1,0,1,1,Infiltration,1
192.168.1.76,10.0.0.2,54881,22,TCP,5.6097,38,107,145,420.45,330.88,510.02,44.79,10867.75,25.85,1,1,0,0,0,Normal,0
192.168.1.194,10.0.0.37,4321,80,TCP,1.6861,1368,1,1369,131.71,54.0,200.0,24.39,106945.52,811.95,1,0,0,0,0,DoS,1
192.168.1.236,10.0.0.27,43436,5555,TCP,26.7142,131,218,349,948.0,64.0,1460.0,166.23,12384.84,13.06,1,1,0,1,1,Infiltration,1
192.168.1.156,10.0.0.24,57051,22,TCP,0.2847,39,56,95,571.85,279.56,864.14,146.14,190803.66,333.66,0,1,0,0,0,Normal,0
192.168.1.49,10.0.0.39,34316,22,TCP,0.6703,34,106,140,599.8,340.71,858.88,129.54,125279.72,208.87,0,1,0,0,0,Normal,0
192.168.1.38,10.0.0.20,59809,53,TCP,12.7404,35,57,92,747.83,523.05,972.62,112.39,5400.18,7.22,0,1,0,0,1,Normal,0
192.168.1.155,10.0.0.36,62931,8080,TCP,6.4646,91,21,112,319.32,79.21,559.44,120.06,5532.34,17.33,0,1,0,1,1,Normal,0
